Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
Onbekend,Milán Iñaki,5551303,18,España,Man,2720,Werpers,20,2,19,181,84,2025-02-28 18:02:06,13,12,2,2,8,3,5,8,7,,0,5551303
Onbekend,Iriarte Assumpció,5546942,17,España,Vrouw,3490,Snelwandelaars,20,2,16,179,85,2025-02-28 18:02:43,16,1,13,0,2,2,7,5,9,,0,5546942
Onbekend,Di Terlizzi Michaela,5574017,17,Switzerland,Vrouw,1930,Springers,20,2,14,184,83,2025-02-28 18:11:34,19,1,2,1,8,10,3,5,7,,1000,5574017
Onbekend,Beidler Olympio,5553975,17,Switzerland,Man,2310,Werpers,20,3,15,182,93,2025-02-28 18:11:55,15,3,1,1,1,5,12,6,7,,0,5553975
Onbekend,Maddox Nevaeh,5607806,17,United States,Vrouw,2200,Springers,20,1,15,179,76,2025-02-28 18:20:19,20,2,2,6,2,10,2,5,9,,1000,5607806
Onbekend,Chia Benjie,5635243,17,Pilipinas,Man,1710,Meerkampers,17,1,17,166,72,2025-02-28 18:21:21,18,10,0,8,3,1,6,7,6,,1000,5635243
Onbekend,Lino Vasco,5539957,17,Portugal,Man,6650,Langeafstandslopers,20,2,15,189,97,2025-02-28 18:52:07,17,0,15,1,0,4,4,9,8,,11000,5539957
Onbekend,Alves Rita,5516018,18,Portugal,Vrouw,5990,Snelwandelaars,20,2,19,164,68,2025-02-28 18:58:00,12,2,15,3,8,5,1,8,7,,9999,5516018
10 km snelwandelen,Falconer Laura,5319719,24,Great Britain,Vrouw,11330,Snelwandelaars,20,6,14,169,65,2025-02-28 19:22:12,19,0,16,0,7,1,1,9,8,,11000,5319719
100 meter,Cursio Lara,4979868,33,Italia,Vrouw,52060,Sprinters,20,14,16,180,70,2025-02-28 19:28:34,19,20,0,19,0,0,0,11,9,,0,4979868
Marathon,Di Giammarino Emanuel,5050309,32,Italia,Man,45200,Langeafstandslopers,20,13,16,188,70,2025-02-28 19:29:07,19,0,20,17,0,0,1,14,9,,23000,5050309
5.000 meter,Annunziata Ida,5027765,32,Italia,Vrouw,37400,Langeafstandslopers,20,13,15,170,64,2025-02-28 19:29:25,17,0,20,15,0,0,3,11,9,,11000,5027765
400 meter horden,Enache Clementina,5126201,30,România,Vrouw,40980,Sprinters,20,12,16,172,62,2025-02-28 19:29:44,19,6,0,20,17,0,2,10,10,,0,5126201
Kogelslingeren,Pianissolla Wesley,5078752,30,Brasil,Man,6930,Werpers,20,8,16,178,83,2025-02-28 19:29:54,15,12,1,0,8,2,10,12,10,,2000,5078752
Kogelslingeren,Atmatsidou Anatoli,5101917,30,Hellas,Vrouw,10060,Werpers,20,8,17,173,76,2025-02-28 19:30:12,15,11,3,2,5,0,14,12,11,,1000,5101917
Onbekend,Dean Peter,5663045,17,Italia,Man,1180,Middenafstandslopers,17,1,15,185,88,2025-02-28 19:31:54,17,3,8,9,2,3,1,4,6,,1000,5663045
Onbekend,Di Gravina Domenico,5663047,16,Italia,Man,480,Sprinters,17,1,14,166,67,2025-02-28 19:32:01,13,8,4,7,5,3,2,4,4,,1000,5663047
Onbekend,Pisello Alina,5654461,16,Italia,Vrouw,1620,Meerkampers,17,1,13,171,66,2025-02-28 19:32:06,18,9,9,3,3,3,2,8,6,,7000,5654461
Onbekend,Borgia Eleonora,5665557,17,Italia,Vrouw,1390,Langeafstandslopers,16,1,15,153,48,2025-02-28 19:32:36,19,1,8,8,2,2,1,6,7,,1000,5665557
Onbekend,Veneziani Anteo,5665560,14,Italia,Man,960,Zonder specialiteit,15,1,15,163,64,2025-02-28 19:33:06,18,3,8,2,2,5,3,0,0,,7000,5665560
Onbekend,Steel Samantha,5662108,17,Great Britain,Vrouw,1580,Springers,13,1,14,168,63,2025-02-28 19:52:00,19,1,1,8,3,6,2,9,7,,0,5662108
400 meter,Battistello Clizia,5185567,29,Italia,Vrouw,6560,Sprinters,19,8,13,166,58,2025-02-28 20:07:23,10,10,2,13,0,2,3,11,10,,0,5185567
200 meter,Kou Qionghui,5507903,18,China,Man,2200,Sprinters,20,3,15,183,94,2025-02-28 20:15:43,15,2,1,11,3,6,3,8,8,,0,5507903
110 meter horden,Lawlor Benjamin,5379003,24,Ireland,Man,5630,Sprinters,20,6,14,171,69,2025-02-28 20:16:15,18,2,3,14,7,6,4,9,8,,0,5379003
100 meter,Barrett Lara,5275594,25,Great Britain,Vrouw,8480,Sprinters,20,5,15,161,62,2025-02-28 20:16:52,20,5,2,15,9,4,2,7,8,,0,5275594
400 meter,Bierman Liz,5467730,21,Nederland,Vrouw,3880,Sprinters,20,2,13,167,63,2025-02-28 20:17:12,12,7,3,13,1,4,0,8,6,,0,5467730
100 meter,Calle Ascensión,5505053,19,Ecuador,Vrouw,4630,Sprinters,20,3,11,170,72,2025-02-28 20:17:45,17,2,3,14,2,2,3,8,8,,0,5505053
3.000 meter steeplechase,Seybold Mona,5209106,27,Deutschland,Vrouw,16240,Middenafstandslopers,20,9,17,171,72,2025-02-28 20:18:02,15,1,17,14,3,2,1,10,9,,1000,5209106
400 meter,Ferradj Faridah,5459910,21,Al-Jazā'ir,Vrouw,4090,Sprinters,20,5,11,186,86,2025-02-28 20:18:58,14,4,5,14,3,1,1,7,8,,0,5459910
3.000 meter steeplechase,Hasan Syarifah,5549341,18,Indonesia,Vrouw,2560,Middenafstandslopers,20,2,15,174,77,2025-02-28 20:19:47,19,3,11,4,2,2,3,8,9,,0,5549341
Discuswerpen,Acosta Whitney,5508871,19,United States,Vrouw,1700,Werpers,20,4,17,168,72,2025-02-28 20:32:13,16,8,0,1,2,1,8,9,8,,0,5508871
Onbekend,Juntilla Erwin,5569622,18,Pilipinas,Man,1100,Langeafstandslopers,20,1,11,182,83,2025-02-28 20:41:28,20,1,7,3,3,1,1,7,4,,0,5569622
Onbekend,Hayden Justin,5657448,16,United States,Man,1230,Springers,14,1,17,164,65,2025-02-28 20:41:57,14,1,3,2,4,10,3,8,6,,0,5657448
Marathon,Martani Adolfo,5577862,23,Italia,Man,3480,Langeafstandslopers,20,1,11,189,86,2025-02-28 20:42:00,20,1,10,7,5,0,1,8,11,,19999,5577862
Onbekend,Battle Ana,5660439,15,United States,Vrouw,910,Springers,11,1,15,160,57,2025-02-28 20:42:10,17,1,2,1,4,8,3,7,7,,0,5660439
Onbekend,Langlais Ludivine,5556744,18,France,Vrouw,4650,Langeafstandslopers,20,1,12,177,82,2025-02-28 20:42:24,20,3,14,3,3,3,2,7,6,,0,5556744
Onbekend,Olsen Connor,5578969,18,United States,Man,1700,Werpers,20,2,16,168,70,2025-02-28 20:42:24,17,7,3,5,2,2,5,8,10,,0,5578969
Onbekend,Leontyeva Adelaida,5495509,19,Rossiya,Vrouw,7910,Langeafstandslopers,19,1,11,173,82,2025-02-28 20:42:49,19,3,15,3,4,3,2,8,6,,0,5495509
Onbekend,van As Bob,5521161,18,Nederland,Man,4750,Springers,20,2,13,168,79,2025-02-28 20:43:12,18,2,2,1,4,14,2,4,8,,0,5521161
Onbekend,Olomu Olufunmilayo,5638671,15,Nigeria,Vrouw,1630,Springers,19,1,11,163,57,2025-02-28 20:43:31,19,6,2,3,2,10,3,6,6,,0,5638671
Discuswerpen,Blackett Adam,5512472,19,Barbados,Man,3450,Werpers,20,3,16,191,99,2025-02-28 20:43:52,19,2,2,8,2,1,11,7,10,,0,5512472
Onbekend,Ochoa Pilar,5560700,18,Ecuador,Vrouw,1940,Werpers,20,1,11,172,74,2025-02-28 20:44:21,15,1,0,1,10,2,10,6,7,,0,5560700
400 meter horden,Lazar Levin,5402005,23,Deutschland,Man,10010,Sprinters,20,6,14,183,83,2025-02-28 20:45:08,20,3,1,16,2,1,1,7,6,,0,5402005
Onbekend,Konstantinou Kiriaki,5378573,23,Cyprus,Vrouw,7810,Sprinters,20,4,13,159,63,2025-02-28 20:45:44,20,5,2,15,2,3,1,10,9,,0,5378573
Onbekend,Prentice Lilly,5402300,22,Great Britain,Vrouw,3880,Middenafstandslopers,20,3,15,169,69,2025-02-28 20:46:25,20,1,12,9,1,2,1,10,4,,0,5402300
10.000 meter,Mateus Firmino,5407626,22,Portugal,Man,5020,Langeafstandslopers,20,5,14,179,83,2025-02-28 20:46:55,18,1,14,5,3,3,3,9,6,,43000,5407626
3.000 meter steeplechase,Egenolf George,5267893,25,Deutschland,Man,6050,Middenafstandslopers,18,8,18,169,74,2025-02-28 20:47:15,9,2,12,12,3,1,1,11,9,,2000,5267893
Onbekend,McKay Evan,5515663,19,United States,Man,4170,Langeafstandslopers,20,3,14,189,89,2025-02-28 20:47:19,19,2,13,3,2,1,2,9,7,,29999,5515663
10 km snelwandelen,Wehmeier Carin,5160519,29,Deutschland,Vrouw,13550,Snelwandelaars,20,11,16,165,60,2025-02-28 20:48:17,8,1,16,3,7,3,3,11,11,,0,5160519
Onbekend,Poole Heather,5518282,23,United States,Vrouw,3470,Langeafstandslopers,20,2,13,175,71,2025-02-28 20:49:02,15,3,10,12,3,0,1,9,5,,0,5518282
Onbekend,Tohir Saraswati,5574674,18,Indonesia,Vrouw,3940,Langeafstandslopers,20,2,14,176,78,2025-02-28 20:49:26,19,3,13,2,3,2,3,7,6,,0,5574674
20 km snelwandelen,Reynolds Shelby,5413996,26,United States,Vrouw,6130,Snelwandelaars,20,7,14,177,72,2025-02-28 20:50:19,18,1,13,3,3,1,1,12,6,,0,5413996
Hoogspringen,Maurosavvas Charalampos,5537757,19,Cyprus,Man,3570,Springers,20,3,14,169,73,2025-02-28 20:50:53,19,7,1,3,2,11,2,10,7,,0,5537757
Verspringen,Mladenov Vlado,5449533,22,Bulgaria,Man,3630,Springers,20,4,14,181,78,2025-02-28 20:51:14,20,5,3,1,6,12,2,9,6,,0,5449533
Verspringen,Van Hoof Matthias,5504630,20,België,Man,5580,Springers,20,3,14,181,86,2025-02-28 20:51:40,20,3,3,6,3,14,2,5,9,,32999,5504630
Hoogspringen,Castro Savannah,5391292,27,United States,Vrouw,4880,Springers,20,4,14,172,61,2025-02-28 20:52:00,19,2,1,2,10,13,1,9,7,,0,5391292
Hoogspringen,Gubner Vanessa,5376914,24,United States,Vrouw,4650,Springers,20,4,13,170,58,2025-02-28 20:52:22,19,10,0,2,3,11,3,10,10,,26999,5376914
Onbekend,Morris Riejae,5562267,18,Jamaica,Vrouw,5570,Springers,20,2,15,174,76,2025-02-28 20:52:43,20,3,3,2,1,14,3,6,7,,0,5562267
Onbekend,Karmazin Serguei,5506513,20,Ukrajina,Man,3850,Werpers,20,2,14,182,83,2025-02-28 20:53:09,18,1,6,2,6,2,13,5,9,,0,5506513
Onbekend,Macias Héctor,5626739,22,Ecuador,Man,2730,Werpers,17,1,13,193,96,2025-02-28 20:53:35,20,9,1,2,3,0,11,5,8,,0,5626739
Kogelstoten,Papakiriakou Pinelopi,5532812,19,Cyprus,Vrouw,3150,Werpers,20,3,13,166,65,2025-02-28 20:53:58,20,11,1,1,3,2,5,9,9,,0,5532812
Onbekend,Savapandit Aripra,5619940,16,India,Vrouw,2360,Werpers,18,1,14,164,65,2025-02-28 20:54:28,20,2,3,3,10,2,9,6,8,,0,5619940
Speerwerpen,Zaxaropoulou Filippa,5243724,26,Hellas,Vrouw,8200,Werpers,20,5,14,187,83,2025-02-28 20:54:46,19,4,3,2,3,3,15,9,9,,0,5243724
Onbekend,Roach Sulian,5618339,16,Barbados,Vrouw,1060,Meerkampers,20,1,13,163,63,2025-02-28 20:55:10,19,7,2,2,6,6,4,6,7,,0,5618339
Onbekend,Ferraz Manuel,5630420,17,Portugal,Man,1210,Sprinters,17,1,17,170,73,2025-02-28 21:10:58,20,3,2,8,2,2,2,5,3,,0,5630420
Onbekend,Harrington Odhran,5590881,17,Ireland,Man,980,Sprinters,20,1,15,186,94,2025-02-28 21:11:10,16,3,3,9,4,3,8,4,4,,1000,5590881
Onbekend,Lo Conte Tony,5565142,17,Italia,Man,1230,Sprinters,20,2,17,183,90,2025-02-28 21:11:22,12,5,2,10,1,3,3,7,7,,0,5565142
Onbekend,Ruciński Mikołaj,5567276,17,Polska,Man,1340,Sprinters,20,2,16,183,94,2025-02-28 21:11:34,9,5,3,10,4,2,2,8,6,,0,5567276
Onbekend,Aleixo Catalina,5621379,17,Portugal,Vrouw,670,Sprinters,20,1,15,168,71,2025-02-28 21:11:46,8,3,2,6,0,1,2,8,8,,1000,5621379
Onbekend,Finlay Sadhbh,5598690,17,Ireland,Vrouw,910,Sprinters,20,1,16,163,66,2025-02-28 21:11:58,12,5,2,9,4,1,7,5,6,,1000,5598690
Onbekend,Hlöðversdóttir Rún,5600018,17,Ísland,Vrouw,1080,Sprinters,19,1,18,176,76,2025-02-28 21:12:10,15,2,1,10,2,4,2,5,7,,0,5600018
Onbekend,Pinho Palmira,5627591,17,Portugal,Vrouw,1730,Sprinters,20,1,16,159,63,2025-02-28 21:12:22,15,6,3,11,2,0,5,8,7,,0,5627591
Onbekend,Piteira Salomé,5582331,17,Portugal,Vrouw,1820,Sprinters,20,2,16,167,69,2025-02-28 21:12:33,15,5,1,11,2,2,1,8,7,,0,5582331
Onbekend,Rego Gabriela,5621380,17,Portugal,Vrouw,190,Sprinters,19,1,16,166,66,2025-02-28 21:12:43,6,3,3,5,1,1,2,6,5,,1000,5621380
Onbekend,Guarda Adão,5659561,17,Portugal,Man,1210,Middenafstandslopers,10,1,15,173,74,2025-02-28 21:13:23,9,0,6,10,2,3,3,8,8,,0,5659561
Onbekend,Serpa Arsénio,5560213,17,Portugal,Man,2190,Middenafstandslopers,20,2,17,195,107,2025-02-28 21:13:33,17,1,2,2,3,8,9,9,9,,0,5560213
Onbekend,Lopes Maribel,5613884,17,Portugal,Vrouw,490,Middenafstandslopers,19,2,18,165,69,2025-02-28 21:13:44,6,2,6,3,2,3,1,8,5,,1000,5613884
Onbekend,Ramires Lígia,5664869,17,Portugal,Vrouw,930,Langeafstandslopers,15,1,15,170,64,2025-02-28 21:13:58,15,2,10,3,1,0,2,5,6,,1000,5664869
Onbekend,Nullotti Tiziano,5537807,17,Italia,Man,1060,Snelwandelaars,20,3,18,187,97,2025-02-28 21:14:14,11,2,10,3,1,1,2,7,7,,0,5537807
Onbekend,Pallasch Jonna,5582011,17,Deutschland,Vrouw,2700,Sprinters,20,2,15,177,79,2025-02-28 21:14:21,14,11,6,11,1,2,2,5,5,,0,5582011
Onbekend,Petržálek Alexandr,5598843,17,Česká republika,Man,810,Snelwandelaars,20,2,17,185,87,2025-02-28 21:14:29,16,2,6,3,2,7,1,4,8,,1000,5598843
Onbekend,Kass Vaiki,5600785,17,Eesti,Vrouw,1230,Snelwandelaars,20,2,15,178,77,2025-02-28 21:14:42,17,0,9,0,3,6,3,4,8,,0,5600785
Onbekend,Roldão Juliana,5617991,17,Portugal,Vrouw,1350,Snelwandelaars,20,1,16,166,69,2025-02-28 21:14:56,12,3,10,2,1,1,1,8,5,,0,5617991
Onbekend,van de Wal Mohamed,5564946,17,Nederland,Man,1310,Springers,20,2,17,193,101,2025-02-28 21:15:10,12,1,2,4,2,10,1,7,5,,0,5564946
Onbekend,Helder Sílvia,5597282,17,Portugal,Vrouw,770,Springers,20,1,18,162,62,2025-02-28 21:15:22,6,0,2,3,4,9,3,8,5,,0,5597282
Onbekend,Lechkova Tsvetanka,5599106,17,Bulgaria,Vrouw,1870,Springers,20,2,17,174,76,2025-02-28 21:15:34,18,2,1,2,3,10,3,8,7,,0,5599106
Onbekend,van der Bilt Yvon,5581796,17,Nederland,Vrouw,1720,Springers,20,2,18,167,71,2025-02-28 21:15:47,20,9,3,2,2,7,2,6,7,,0,5581796
Onbekend,Bruin Alexander,5570680,17,Nederland,Man,930,Werpers,20,2,16,174,80,2025-02-28 21:16:01,9,10,1,2,4,1,2,5,6,,0,5570680
Onbekend,Leão Guilherme,5551417,17,Portugal,Man,590,Werpers,20,2,18,184,97,2025-02-28 21:16:15,15,7,4,3,2,2,1,5,7,,1000,5551417
100 meter horden,Woodburn Lola,5080343,30,Great Britain,Vrouw,13300,Sprinters,20,13,15,168,67,2025-02-28 21:16:16,16,5,0,14,7,2,1,12,13,,1000,5080343
Onbekend,Amado Ana Cristina,5554053,17,Portugal,Vrouw,5050,Werpers,20,2,15,173,82,2025-02-28 21:16:32,14,14,2,3,3,3,2,8,7,,0,5554053
Onbekend,Araújo Lúcia,5549031,17,Portugal,Vrouw,630,Werpers,20,2,20,177,81,2025-02-28 21:16:47,13,8,1,3,2,1,3,6,6,,1000,5549031
Onbekend,Soeiro Ana Filipa,5643233,17,Portugal,Vrouw,960,Werpers,16,1,18,173,71,2025-02-28 21:17:02,17,7,1,3,3,2,6,8,5,,0,5643233
800 meter,L'Orsa Patrik,5195267,30,Deutschland,Man,9210,Middenafstandslopers,20,7,15,178,69,2025-02-28 21:17:12,16,2,9,14,2,3,0,11,12,,0,5195267
Onbekend,Velasques Rosa,5662497,17,Portugal,Vrouw,870,Werpers,11,1,15,171,63,2025-02-28 21:17:24,18,8,3,0,4,2,6,5,4,,0,5662497
Onbekend,Munhão Irina,5656758,17,Portugal,Vrouw,1080,Meerkampers,12,1,14,160,56,2025-02-28 21:17:37,19,1,3,3,1,4,3,7,7,,0,5656758
Onbekend,Ramires Viviana,5539515,17,Portugal,Vrouw,960,Meerkampers,20,3,17,178,87,2025-02-28 21:17:51,18,6,3,3,1,2,5,6,7,,0,5539515
Onbekend,Taveira Idália,5551420,17,Portugal,Vrouw,900,Meerkampers,20,1,17,177,86,2025-02-28 21:18:02,18,6,1,4,4,3,0,6,7,,0,5551420
10 km snelwandelen,Ang Giselle,5113163,31,Singapore,Vrouw,13790,Snelwandelaars,20,14,14,178,64,2025-02-28 21:19:00,20,1,14,2,10,3,0,12,11,,0,5113163
Hinkstapspringen,Pampis Periklis,5042787,32,Cyprus,Man,14020,Springers,20,16,14,178,77,2025-02-28 21:20:09,14,0,2,2,10,13,1,12,11,,0,5042787
5.000 meter,Brink Lara,5124068,30,Nederland,Vrouw,15290,Langeafstandslopers,20,9,14,168,66,2025-02-28 21:21:18,20,2,10,17,5,0,1,12,10,,0,5124068
Onbekend,Andrés Alexandra,5549158,17,España,Vrouw,6610,Langeafstandslopers,20,2,15,189,96,2025-02-28 21:31:11,10,1,15,3,1,1,2,5,7,,22000,5549158
Onbekend,Dyldin Tikhon,5590889,17,Belarus,Man,2770,Sprinters,20,2,17,176,79,2025-02-28 21:35:08,16,7,2,12,7,0,5,8,8,,66000,5590889
Onbekend,Hanna Ricardo,5587631,17,Bahamas,Man,2320,Sprinters,20,2,15,183,89,2025-02-28 21:35:19,11,11,1,10,2,1,2,9,7,,9999,5587631
Onbekend,Prokofiev Egor,5580334,17,Belarus,Man,3160,Sprinters,20,2,16,185,90,2025-02-28 21:35:32,20,1,2,11,9,1,1,8,8,,23000,5580334
Onbekend,Gdula Wioletta,5546126,17,Polska,Vrouw,2040,Sprinters,20,1,18,180,84,2025-02-28 21:35:58,17,7,2,9,10,2,2,7,8,,22000,5546126
Onbekend,Rauch Ute,5575921,17,Deutschland,Vrouw,1650,Middenafstandslopers,20,2,14,189,89,2025-02-28 21:38:19,14,5,9,9,2,2,1,9,8,,0,5575921
Onbekend,van Dongen Helmut,5536841,17,Nederland,Man,5180,Meerkampers,20,2,15,177,93,2025-02-28 21:39:47,19,7,3,14,1,4,5,5,9,,12000,5536841
Onbekend,Istrăţescu Luciana,5615412,17,România,Vrouw,3010,Langeafstandslopers,20,2,17,168,68,2025-02-28 21:40:11,19,1,10,11,1,3,3,9,5,,52000,5615412
Onbekend,Perko Cvetka,5599534,17,Slovenija,Vrouw,3440,Langeafstandslopers,19,2,18,167,67,2025-02-28 21:40:25,16,3,11,12,3,1,3,5,8,,14000,5599534
Onbekend,Ferraz Taíse,5619751,17,Brasil,Vrouw,3130,Snelwandelaars,20,2,15,168,71,2025-02-28 21:41:03,20,2,11,3,5,1,2,9,9,,12000,5619751
Onbekend,Edwards Suzette,5592910,17,Bahamas,Vrouw,2630,Springers,20,2,16,171,77,2025-02-28 21:41:27,9,3,2,3,10,11,2,8,7,,9999,5592910
Onbekend,Bedronici Alvaro,5597554,17,Italia,Man,1940,Werpers,20,2,18,181,84,2025-02-28 21:42:08,12,11,3,1,1,1,9,7,7,,4000,5597554
Onbekend,Gerstner Anthony,5628131,18,Deutschland,Man,1600,Meerkampers,20,1,16,175,75,2025-02-28 21:42:26,17,9,2,7,1,5,6,8,8,,0,5628131
Onbekend,Arranz Ana María,5542804,17,España,Vrouw,5360,Langeafstandslopers,20,1,16,170,72,2025-02-28 22:13:48,17,7,14,3,3,1,3,4,6,,9999,5542804
Verspringen,Lach Dustin,5057736,32,United States,Man,15610,Springers,20,13,15,178,77,2025-02-28 23:16:56,19,0,0,6,11,16,0,12,10,,1000,5057736
100 meter,Broekema Norah,5408679,25,Nederland,Vrouw,7960,Sprinters,20,7,18,163,60,2025-02-28 23:30:40,12,12,3,15,2,1,0,8,10,,19000,5408679
20 km snelwandelen,Terek Lucas,5533835,21,United States,Man,2590,Snelwandelaars,20,4,15,178,76,2025-02-28 23:42:22,18,1,11,3,3,3,1,6,10,,1000,5533835
800 meter,Commisso Celia,5469944,21,Argentina,Vrouw,4830,Middenafstandslopers,20,4,15,179,70,2025-02-28 23:42:50,17,1,10,13,2,3,2,10,8,,22000,5469944
Onbekend,Barek Vlastislav,5576006,16,Česká republika,Man,1130,Meerkampers,19,1,15,188,96,2025-02-28 23:43:06,18,3,4,2,9,2,2,7,4,,1000,5576006
110 meter horden,Cáceres David,5217265,27,España,Man,22930,Sprinters,19,6,17,178,74,2025-02-28 23:56:36,18,2,2,17,16,1,3,11,7,,65000,5217265
Onbekend,Areta Honorio,5521654,18,España,Man,4860,Werpers,20,2,19,173,80,2025-02-28 23:58:19,20,11,2,8,3,3,11,9,9,,21000,5521654
Discuswerpen,Han Faith,5076709,33,Singapore,Vrouw,23180,Werpers,19,11,14,165,50,2025-03-01 00:18:50,16,5,0,0,5,0,18,10,13,,1500,5076709
Kogelslingeren,Foo Esther,5066968,33,Singapore,Vrouw,6620,Werpers,18,11,13,176,51,2025-03-01 00:19:04,19,10,0,0,3,0,12,10,11,,0,5066968
Speerwerpen,Amri Yahyah Sepiah,5252199,27,Malaysia,Vrouw,10060,Werpers,20,8,12,156,51,2025-03-01 00:19:18,16,9,4,1,2,1,15,12,10,,1500,5252199
Kogelstoten,Nazar Abdul Rahim Chef,5004756,35,Malaysia,Man,8690,Werpers,20,13,13,179,59,2025-03-01 00:19:24,20,7,0,0,0,0,14,8,10,,0,5004756
Onbekend,Dionisio Rizalino,5598889,20,Pilipinas,Man,1710,Werpers,20,2,15,179,78,2025-03-01 00:19:34,17,1,1,0,2,3,11,5,7,,0,5598889
Hoogspringen,Tay Nicole,5056466,32,Singapore,Vrouw,3190,Springers,20,4,15,176,55,2025-03-01 00:19:43,15,0,1,0,1,12,1,9,10,,0,5056466
Onbekend,Lee Cik,5631906,16,Malaysia,Vrouw,1960,Springers,19,1,17,156,52,2025-03-01 00:19:51,20,2,2,1,2,10,3,6,8,,5000,5631906
Hoogspringen,Karsono Mutiara,5489787,21,Indonesia,Vrouw,2960,Springers,20,4,14,162,64,2025-03-01 00:19:56,16,2,2,7,3,11,2,7,10,,0,5489787
Polsstokhoogspringen,Ismail Kasih,5155218,30,Malaysia,Vrouw,4310,Springers,20,6,15,160,54,2025-03-01 00:19:59,20,0,2,2,3,12,2,9,10,,0,5155218
Onbekend,Tambunan Senen,5574673,19,Indonesia,Man,1770,Springers,20,2,16,176,81,2025-03-01 00:20:09,15,1,1,8,2,11,1,7,6,,0,5574673
Hoogspringen,Pei Cayden,4998695,34,Singapore,Man,5640,Springers,19,8,14,170,55,2025-03-01 00:20:33,17,0,0,0,2,13,0,11,10,,0,4998695
Hinkstapspringen,Lai Dylan,5326946,27,Singapore,Man,3560,Springers,19,4,14,170,62,2025-03-01 00:20:38,17,3,2,2,4,12,2,8,9,,0,5326946
20 km snelwandelen,Masipag Ling,5517542,20,Malaysia,Vrouw,5280,Snelwandelaars,20,4,15,162,57,2025-03-01 00:20:42,20,2,13,1,2,2,2,10,8,,3000,5517542
400 meter,Bunyamin Ari,5518350,18,Indonesia,Man,1570,Sprinters,20,3,14,169,80,2025-03-01 00:20:54,10,2,3,9,10,3,2,7,7,,1500,5518350
400 meter,Killian Kusumo,5074916,32,Indonesia,Man,6020,Sprinters,18,8,15,167,63,2025-03-01 00:20:59,15,2,2,13,2,1,0,10,11,,0,5074916
200 meter,Ogoai Irfan,4839372,38,Indonesia,Man,6680,Sprinters,20,14,13,186,63,2025-03-01 00:21:08,20,1,0,12,0,0,0,10,9,,0,4839372
100 meter,Rumangun Robert,5334293,25,Indonesia,Man,2450,Sprinters,19,5,14,168,61,2025-03-01 00:21:12,16,4,3,12,2,1,3,7,8,,0,5334293
Onbekend,Asaytono Rutchel,5583083,17,Pilipinas,Vrouw,2060,Sprinters,20,2,16,179,83,2025-03-01 00:21:17,19,1,0,10,5,3,1,8,7,,0,5583083
100 meter horden,Djajadiningrat Dewi,5023453,32,Indonesia,Vrouw,8780,Sprinters,20,9,16,178,54,2025-03-01 00:22:26,18,2,0,14,2,0,0,11,11,,0,5023453
400 meter,Ibañes Liwayway,5271676,27,Pilipinas,Vrouw,4790,Sprinters,19,7,13,175,62,2025-03-01 00:22:30,17,4,2,12,1,2,3,10,11,,0,5271676
200 meter,Roekito Farannisa,5336828,25,Indonesia,Vrouw,4860,Sprinters,20,3,15,173,68,2025-03-01 00:22:42,20,2,3,13,5,2,0,10,9,,0,5336828
5.000 meter,Santhani Unggul,5334399,24,Indonesia,Man,2700,Langeafstandslopers,20,4,16,178,63,2025-03-01 00:27:11,17,1,12,4,3,6,2,8,8,,0,5334399
Marathon,Marapao Wira,5383658,24,Malaysia,Vrouw,1910,Langeafstandslopers,20,5,13,177,63,2025-03-01 00:27:18,16,3,8,4,2,2,3,9,9,,0,5383658
10.000 meter,Mok Sarah,5237778,28,Singapore,Vrouw,6440,Langeafstandslopers,20,9,12,171,59,2025-03-01 00:27:22,18,0,13,4,8,1,3,10,11,,0,5237778
Onbekend,Hadi Yahaya,5628660,16,Malaysia,Man,1520,Snelwandelaars,19,1,16,164,62,2025-03-01 00:27:27,15,3,11,2,2,3,3,6,5,,1500,5628660
3.000 meter steeplechase,Pribadi Fransisca,5437364,23,Indonesia,Vrouw,1550,Middenafstandslopers,20,5,15,178,66,2025-03-01 00:27:48,19,1,7,7,6,2,1,9,7,,0,5437364
800 meter,Cojuangco Maricris,5278168,28,Pilipinas,Vrouw,3080,Middenafstandslopers,20,5,12,161,47,2025-03-01 00:27:58,18,2,12,10,1,1,3,6,7,,0,5278168
Zevenkamp,Manukai Puspita,5242765,28,Indonesia,Vrouw,5170,Meerkampers,20,7,17,171,60,2025-03-01 00:28:51,18,5,3,2,12,5,7,11,10,,0,5242765
Vijfkamp Mannen,Sudradjat Seto,5339431,24,Indonesia,Man,2150,Meerkampers,20,5,17,175,71,2025-03-01 00:28:59,19,3,8,6,2,10,3,7,7,,0,5339431
Onbekend,Muslin Veroljub,5647946,17,Srbija,Man,1100,Snelwandelaars,15,1,15,177,78,2025-03-01 00:59:21,20,4,3,1,5,5,3,7,6,,0,5647946
Onbekend,Jurczyk Włodzimierz,5547452,17,Polska,Man,2700,Springers,20,3,17,174,74,2025-03-01 01:01:13,19,1,3,2,6,12,2,6,8,,5000,5547452
Onbekend,Todorov Zlatan,5595013,17,Srbija,Man,2180,Werpers,20,1,14,197,104,2025-03-01 01:01:42,19,11,2,3,5,2,5,8,5,,1000,5595013
