Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
Onbekend,Lima Eurico,5548710,18,Portugal,Man,5200,Snelwandelaars,20,2,17,191,99,2025-02-16 17:23:54,19,3,14,2,4,3,3,8,7,,6000,5548710
Onbekend,Papini Giulia,5653555,16,Italia,Vrouw,350,Werpers,11,1,15,183,75,2025-02-16 17:23:58,14,1,1,5,1,5,6,6,6,,0,5653555
Tienkamp,Dezi Gigi,4983963,33,Italia,Man,14220,Meerkampers,20,10,16,179,78,2025-02-16 17:24:03,20,13,0,17,3,3,0,7,7,,0,4983963
Onbekend,Nestori Giovanni,5624942,17,Italia,Man,720,Sprinters,18,1,15,182,84,2025-02-16 17:25:09,15,3,2,9,3,1,2,6,4,,0,5624942
Onbekend,Conte Melissa,5617895,17,Italia,Vrouw,680,Werpers,17,1,15,180,74,2025-02-16 17:25:54,17,2,1,7,3,2,5,5,7,,0,5617895
Onbekend,Mancinelli Enza,5536962,18,Italia,Vrouw,2770,Middenafstandslopers,20,2,16,182,83,2025-02-16 17:26:21,11,2,11,7,8,1,1,9,9,,0,5536962
Discuswerpen,Smolińska Róża,5079560,32,Polska,Vrouw,12550,Werpers,18,12,17,167,60,2025-02-16 17:40:27,11,16,1,1,0,0,13,9,7,,0,5079560
3.000 meter steeplechase,Griffin Juan,5271587,31,United States,Man,7870,Middenafstandslopers,20,7,16,187,77,2025-02-16 18:25:11,17,1,11,8,2,1,0,13,12,,0,5271587
Onbekend,McGuffie Louie,5529108,18,Great Britain,Man,3100,Snelwandelaars,20,2,11,172,76,2025-02-16 18:36:39,17,2,13,3,6,2,2,6,6,,1000,5529108
Onbekend,Veselinovski Georgi,5654292,15,FYR Makedonija,Man,910,Zonder specialiteit,19,1,14,164,63,2025-02-16 18:41:49,11,9,3,2,2,3,9,0,0,,0,5654292
3.000 meter steeplechase,Bojtor Renáta,5362739,23,Magyarország,Vrouw,4140,Middenafstandslopers,20,4,16,182,82,2025-02-16 18:56:09,18,4,9,13,3,2,3,8,8,,0,5362739
10 km snelwandelen,Lallement Marianne,5053130,31,France,Vrouw,8370,Snelwandelaars,20,10,15,171,63,2025-02-16 19:10:12,13,0,12,14,8,0,1,9,10,,2000,5053130
Zevenkamp,Sevillano Itxaso,4952906,34,España,Vrouw,11910,Meerkampers,20,13,17,176,69,2025-02-16 19:11:48,20,9,0,14,13,0,4,9,11,,9999,4952906
3.000 meter steeplechase,Champretavy Ferruccio,5061531,31,Italia,Man,36130,Middenafstandslopers,20,11,16,188,88,2025-02-16 19:13:59,18,2,20,16,2,0,0,11,9,,0,5061531
Onbekend,Skriba Magdolna,5659489,14,Magyarország,Vrouw,1750,Zonder specialiteit,14,1,14,160,56,2025-02-16 19:21:02,7,1,10,1,3,1,10,0,0,,0,5659489
Onbekend,Főnök Kinga,5659490,17,Magyarország,Vrouw,1340,Sprinters,13,1,15,171,65,2025-02-16 19:21:10,8,9,3,10,0,5,2,5,5,,0,5659490
Onbekend,Andrijašević Andro,5629885,17,Hrvatska,Man,2200,Sprinters,20,1,16,179,82,2025-02-16 19:32:05,16,1,1,9,10,2,1,9,6,,0,5629885
Onbekend,Aragó Miguel,5658928,15,España,Man,1270,Springers,17,1,15,152,54,2025-02-16 19:34:02,19,3,2,3,7,6,3,4,8,,0,5658928
100 meter,Merchán Eduardo,4602980,42,España,Man,11310,Sprinters,15,18,11,173,80,2025-02-16 19:46:18,20,6,0,4,0,0,0,9,7,,0,4602980
Hoogspringen,Fauli Romano,5045200,32,Italia,Man,37200,Springers,20,12,17,184,77,2025-02-16 19:52:54,16,0,0,0,17,20,2,10,8,,34000,5045200
Onbekend,Ponce Julián,5649406,17,Ecuador,Man,1230,Snelwandelaars,15,1,15,172,72,2025-02-16 19:53:23,18,5,3,3,10,1,2,5,4,,0,5649406
50 km snelwandelen,Miconi Livia,5087381,31,Italia,Vrouw,48080,Snelwandelaars,20,10,18,167,57,2025-02-16 19:53:50,19,2,20,1,2,0,8,12,18,,0,5087381
50 km snelwandelen,Defrancesco Nino,5091943,31,Italia,Man,39070,Snelwandelaars,20,10,17,171,67,2025-02-16 19:54:12,19,0,20,2,0,9,1,10,16,,0,5091943
Onbekend,Cajilema Aníbal,5529962,18,España,Man,3980,Sprinters,20,2,16,180,87,2025-02-16 20:00:02,20,11,4,11,6,2,2,3,8,,3000,5529962
Onbekend,Bardají Xaquín,5449476,20,España,Man,9680,Sprinters,20,4,19,186,96,2025-02-16 20:02:03,17,13,1,15,2,2,6,6,9,,2000,5449476
3.000 meter steeplechase,James Ananda,5240429,27,Jamaica,Vrouw,13760,Middenafstandslopers,20,7,15,164,58,2025-02-16 20:03:12,20,2,16,12,2,3,5,11,10,,0,5240429
Onbekend,Coscubiela Bernat,5547459,20,España,Man,910,Sprinters,18,1,11,181,78,2025-02-16 20:19:48,10,1,3,10,2,2,3,8,4,,0,5547459
400 meter,Melgar Dailos,5522867,22,España,Man,1470,Sprinters,20,3,17,166,66,2025-02-16 20:20:08,7,5,3,11,3,2,1,8,6,,0,5522867
Marathon,Cerviño Olvido,5124250,29,España,Vrouw,30630,Langeafstandslopers,20,11,16,188,64,2025-02-16 20:22:39,18,2,19,11,1,0,2,15,10,,1000,5124250
Onbekend,Gafa’ Nicoletta,5590798,17,Italia,Vrouw,1850,Werpers,20,1,17,175,81,2025-02-16 21:32:38,16,11,2,0,1,2,5,6,8,,0,5590798
Onbekend,Hnat Wacław,5656423,15,Polska,Man,1410,Meerkampers,13,1,15,176,77,2025-02-16 21:46:27,13,1,2,10,3,2,10,6,6,,0,5656423
Onbekend,Kot Jacek,5646226,20,Polska,Man,1600,Springers,15,1,15,184,84,2025-02-16 21:49:17,8,2,0,3,3,10,1,6,10,,0,5646226
Onbekend,Bollhalder Greta,5555861,17,Switzerland,Vrouw,4960,Langeafstandslopers,20,2,15,184,82,2025-02-16 21:55:27,11,2,14,2,3,1,3,7,7,,11000,5555861
Onbekend,Schule Edgar,5637415,14,United States,Man,710,Springers,17,1,15,173,71,2025-02-16 21:57:16,11,1,3,3,9,2,2,6,6,,0,5637415
Onbekend,Holcomb Logan,5637416,16,United States,Man,1320,Werpers,19,1,17,161,65,2025-02-16 21:57:34,19,2,3,2,2,2,8,8,5,,0,5637416
Vijfkamp Vrouwen,Kankaanpää Piia-Noora,5441773,21,Suomi,Vrouw,3510,Meerkampers,20,5,16,170,70,2025-02-16 21:58:24,20,5,3,11,1,3,4,11,7,,0,5441773
Onbekend,Błaszczyk Alicja,5624632,15,Polska,Vrouw,840,Springers,20,1,16,158,59,2025-02-16 21:58:39,16,3,3,3,4,9,1,6,5,,0,5624632
Onbekend,Raco Birnas,5614767,16,Bosna i Hercegovina,Man,1040,Springers,20,2,17,176,76,2025-02-16 21:58:52,19,3,3,0,7,2,3,6,6,,0,5614767
Onbekend,Cachia Laura,5600834,18,Malta,Vrouw,1430,Snelwandelaars,20,2,17,162,60,2025-02-16 21:59:10,15,7,9,2,9,2,3,5,5,,0,5600834
Onbekend,Giovanella Allan,5588530,19,Brasil,Man,1490,Snelwandelaars,16,2,16,164,69,2025-02-16 22:00:03,17,2,11,1,4,2,3,5,6,,0,5588530
Onbekend,Pakuła Helena,5647755,16,Polska,Vrouw,1740,Middenafstandslopers,20,1,15,163,62,2025-02-16 22:00:27,20,1,3,9,3,0,2,7,7,,0,5647755
Onbekend,Becattelli Clarabella,5500941,19,Italia,Vrouw,1950,Middenafstandslopers,20,3,17,161,66,2025-02-16 22:01:02,12,4,12,3,3,2,3,6,6,,0,5500941
Zevenkamp,Mur Gràcia,5555779,18,España,Vrouw,1520,Meerkampers,20,2,19,170,71,2025-02-16 22:01:46,20,2,3,4,2,5,3,7,8,,0,5555779
Onbekend,Chica Cintia,5548497,17,España,Vrouw,1350,Meerkampers,20,1,14,177,81,2025-02-16 22:05:33,17,8,2,7,9,1,2,7,5,,0,5548497
110 meter horden,Ballestín Jon Andoni,5084727,34,España,Man,5770,Sprinters,17,14,15,172,73,2025-02-16 22:11:11,11,11,0,7,3,0,0,8,10,,0,5084727
Onbekend,Anquela Camino,5539199,17,España,Vrouw,5130,Langeafstandslopers,20,2,16,177,81,2025-02-16 22:11:22,8,3,14,1,9,0,2,7,8,,0,5539199
200 meter,Bazo Aquilino,5090779,32,España,Man,8030,Sprinters,19,13,15,180,79,2025-02-16 22:11:25,12,12,0,12,1,0,0,7,11,,0,5090779
400 meter,Burgos Mauro,5084728,31,España,Man,11710,Sprinters,20,14,16,186,83,2025-02-16 22:11:39,13,12,0,11,1,0,0,11,13,,0,5084728
400 meter horden,Góngora Bernat,5084729,31,España,Man,18450,Sprinters,20,14,15,178,69,2025-02-16 22:11:51,18,14,1,12,2,1,0,13,14,,0,5084729
100 meter horden,Marcos Elsa,5084734,32,España,Vrouw,8470,Sprinters,19,13,15,187,81,2025-02-16 22:12:06,14,9,0,13,0,0,0,10,11,,0,5084734
200 meter,Oteiza Ane,5084735,32,España,Vrouw,7840,Sprinters,15,13,15,173,64,2025-02-16 22:12:15,7,10,0,7,0,0,0,12,12,,0,5084735
800 meter,Granda Aleix,5084739,32,España,Man,11820,Middenafstandslopers,19,15,15,186,83,2025-02-16 22:12:46,7,1,13,13,1,1,0,10,11,,0,5084739
1.500 meter,Mariscal Milagros,5084742,34,España,Vrouw,9520,Middenafstandslopers,19,14,16,166,68,2025-02-16 22:13:01,14,0,11,10,1,0,0,11,13,,0,5084742
Marathon,Ávila Emiliano,5090778,30,España,Man,17800,Langeafstandslopers,20,11,15,173,81,2025-02-16 22:13:18,14,0,17,4,1,1,2,11,12,,0,5090778
5.000 meter,Bezoya Aritz,5084744,36,España,Man,11690,Langeafstandslopers,16,15,17,176,60,2025-02-16 22:13:29,13,0,14,5,0,0,0,12,10,,0,5084744
10.000 meter,San Cristóbal Miquel,5241161,27,España,Man,32380,Langeafstandslopers,20,8,17,181,72,2025-02-16 22:13:45,20,5,20,7,4,2,2,10,8,,0,5241161
10.000 meter,Colunga Soraya,5084747,30,España,Vrouw,13140,Langeafstandslopers,19,12,16,168,58,2025-02-16 22:14:11,13,1,16,5,2,0,1,11,12,,0,5084747
5.000 meter,Bonilla Covadonga,5234802,26,España,Vrouw,21690,Langeafstandslopers,20,8,16,176,71,2025-02-16 22:14:40,14,4,19,10,4,2,1,7,8,,1000,5234802
50 km snelwandelen,Barreiro Erlantz,5084750,30,España,Man,14810,Snelwandelaars,20,14,17,183,93,2025-02-16 22:14:51,18,0,16,5,10,0,0,11,11,,1000,5084750
20 km snelwandelen,Dorronsoro Kerman,5084751,32,España,Man,11110,Snelwandelaars,15,14,15,189,87,2025-02-16 22:15:06,8,0,15,5,8,0,0,9,12,,0,5084751
10 km snelwandelen,Montiagut Venancio,5084752,34,España,Man,18980,Snelwandelaars,19,14,17,175,62,2025-02-16 22:15:20,20,0,16,3,6,0,0,13,13,,0,5084752
Kogelslingeren,Carpeni Carmelo,4831376,37,Italia,Man,6250,Werpers,20,12,17,193,86,2025-02-16 22:15:35,20,13,0,0,7,0,9,8,8,,1000,4831376
Onbekend,Chaparro Xiana,5546952,17,España,Vrouw,1260,Langeafstandslopers,20,1,15,160,68,2025-02-16 22:15:44,16,3,8,9,2,2,1,7,5,,0,5546952
10 km snelwandelen,Tudela Ion,5288270,25,España,Man,8850,Snelwandelaars,20,6,16,176,79,2025-02-16 22:15:49,20,5,15,7,11,1,1,8,9,,15000,5288270
50 km snelwandelen,Membrilla Jimena,5084754,36,España,Vrouw,14580,Snelwandelaars,19,15,14,172,50,2025-02-16 22:16:01,19,0,15,0,10,0,0,8,12,,0,5084754
20 km snelwandelen,Ramos Izaro,5084743,33,España,Vrouw,18190,Snelwandelaars,18,15,16,170,62,2025-02-16 22:16:15,18,0,17,3,6,0,0,6,10,,0,5084743
Polsstokhoogspringen,Mancebo Guillem,5087694,30,España,Man,10250,Springers,20,11,16,183,82,2025-02-16 22:16:31,13,2,0,0,8,14,3,10,13,,0,5087694
Verspringen,Melgar Sixto,5084757,33,España,Man,8760,Springers,17,14,14,182,73,2025-02-16 22:16:42,11,0,0,1,11,14,0,9,9,,0,5084757
Hinkstapspringen,Cintrón Angels,5084760,36,España,Vrouw,7560,Springers,15,14,16,178,67,2025-02-16 22:16:57,11,0,0,2,8,13,0,6,9,,0,5084760
Verspringen,Osipova Olesya,5129566,30,Belarus,Vrouw,11320,Springers,20,9,16,168,66,2025-02-16 22:17:13,20,2,0,1,10,16,0,8,10,,3000,5129566
Polsstokhoogspringen,Velilla Elvira,4875451,38,España,Vrouw,12540,Springers,20,16,14,171,49,2025-02-16 22:17:29,19,0,0,0,11,15,0,7,9,,0,4875451
Hoogspringen,Zapatero Gala,5084763,34,España,Vrouw,8160,Springers,19,13,16,175,53,2025-02-16 22:17:40,17,0,0,0,8,14,0,9,9,,0,5084763
Kogelstoten,Blázquez Marcial,5084764,33,España,Man,8110,Werpers,18,13,15,183,67,2025-02-16 22:17:50,18,12,0,1,1,0,8,11,11,,0,5084764
Discuswerpen,Corral José Juan,5084765,31,España,Man,15220,Werpers,20,14,16,177,75,2025-02-16 22:18:20,20,15,0,1,2,1,11,12,11,,1000,5084765
Speerwerpen,Ziraldo Dennis,4869063,36,Italia,Man,9230,Werpers,19,14,16,189,86,2025-02-16 22:18:31,13,10,0,2,0,0,14,8,10,,0,4869063
Kogelstoten,Antequera Encarna,5084768,31,España,Vrouw,13770,Werpers,20,13,18,170,54,2025-02-16 22:18:39,17,15,0,1,1,0,10,13,10,,0,5084768
Vijfkamp Mannen,Carrascón Albino,5084772,32,España,Man,9670,Meerkampers,20,14,14,173,61,2025-02-16 22:18:57,19,4,0,2,4,3,7,12,13,,0,5084772
Tienkamp,Etcheverry Boi,5339277,24,España,Man,3910,Meerkampers,20,5,20,173,83,2025-02-16 22:19:05,19,4,9,4,2,6,3,9,11,,0,5339277
Tienkamp,Pondal Julián,5084773,32,España,Man,9790,Meerkampers,20,12,15,166,66,2025-02-16 22:19:19,14,0,0,8,3,10,2,14,11,,0,5084773
Speerwerpen,Bustamante Elene,5310323,27,España,Vrouw,10410,Werpers,20,7,17,184,70,2025-02-16 22:19:56,10,12,2,2,1,2,14,12,9,,5000,5310323
Zevenkamp,Gandía Nuria,5087692,31,España,Vrouw,13590,Meerkampers,20,12,16,182,70,2025-02-16 22:20:24,16,2,2,2,6,8,8,14,14,,0,5087692
Vijfkamp Vrouwen,Morata Eider,5169986,30,España,Vrouw,8360,Meerkampers,20,11,16,173,52,2025-02-16 22:20:33,17,2,2,4,9,13,2,12,11,,0,5169986
400 meter,Brosien Chiara,5026646,32,Deutschland,Vrouw,33670,Sprinters,19,12,14,171,56,2025-02-16 23:34:09,18,11,1,19,0,0,1,14,11,,0,5026646
100 meter horden,B. Tóth Julianna,4783941,38,Magyarország,Vrouw,23830,Sprinters,20,18,16,173,69,2025-02-16 23:34:29,20,0,0,14,13,0,0,13,10,,0,4783941
50 km snelwandelen,Lalov Kaloyan,4986271,33,Bulgaria,Man,28200,Snelwandelaars,20,14,14,180,63,2025-02-16 23:34:46,18,0,19,0,5,1,0,12,12,,0,4986271
Polsstokhoogspringen,Karlsen Elias,5018329,33,Danmark,Man,28180,Springers,18,13,16,172,67,2025-02-16 23:35:02,18,0,0,0,16,18,0,10,11,,0,5018329
Verspringen,Krahe Johan,4944207,34,Deutschland,Man,27390,Springers,20,13,13,181,68,2025-02-16 23:35:17,20,0,0,7,9,19,0,9,11,,9999,4944207
Onbekend,Caparrós Oihan,5660857,16,España,Man,1030,Werpers,10,1,15,175,74,2025-02-16 23:36:51,12,7,1,1,1,3,9,8,6,,0,5660857
110 meter horden,Fidanza Costantino,5415033,23,Italia,Man,8310,Sprinters,20,6,16,177,76,2025-02-16 23:56:46,18,1,2,15,11,2,1,7,10,,0,5415033
200 meter,Feistmantl Sophie,5274202,27,Österreich,Vrouw,18520,Sprinters,20,8,15,163,60,2025-02-16 23:57:12,19,13,3,18,7,2,3,9,9,,0,5274202
50 km snelwandelen,Di Diadoro Alberico,5383171,22,Italia,Man,8930,Snelwandelaars,20,5,15,182,86,2025-02-16 23:57:46,16,2,15,0,6,2,1,10,9,,0,5383171
Kogelslingeren,Nana Veronica,5478077,20,Italia,Vrouw,4310,Werpers,20,4,15,176,81,2025-02-16 23:58:09,17,12,3,2,1,0,11,8,9,,0,5478077
Polsstokhoogspringen,Crudo Annalisa,5462323,22,Italia,Vrouw,7290,Springers,20,5,15,169,69,2025-02-16 23:58:37,17,3,2,3,13,13,2,7,8,,12000,5462323
Hinkstapspringen,Zuccotti Giuliana,5371905,22,Italia,Vrouw,7630,Springers,20,5,12,166,74,2025-02-16 23:58:49,15,2,2,1,12,14,3,8,9,,1000,5371905
Vijfkamp Vrouwen,Ferreira Huguette,4967538,33,France,Vrouw,6930,Meerkampers,20,12,16,180,76,2025-02-17 06:32:56,20,9,2,1,4,6,6,12,11,,0,4967538
Onbekend,Hamon Samy,5634541,16,France,Man,1090,Werpers,20,1,17,162,67,2025-02-17 06:33:03,14,6,3,3,2,1,9,8,7,,0,5634541
Onbekend,Perron Suzette,5614611,18,France,Vrouw,1460,Middenafstandslopers,19,2,16,165,61,2025-02-17 06:33:09,13,2,7,10,3,2,1,8,6,,0,5614611
100 meter horden,Rajoy Verónica,5280372,25,España,Vrouw,9830,Sprinters,20,6,17,181,66,2025-02-17 09:09:59,17,9,0,14,1,1,2,13,10,,16000,5280372
Onbekend,Bryan Jesse,5504225,18,United States,Man,4830,Meerkampers,20,2,17,188,94,2025-02-17 10:18:05,16,1,3,14,9,3,3,8,7,,26000,5504225
1.500 meter,Bailly Dimitri,5043491,31,France,Man,13320,Middenafstandslopers,20,9,15,188,86,2025-02-17 10:23:17,15,1,15,10,1,0,2,13,10,,3000,5043491
Onbekend,Kretkowska Adrianna,5657371,17,Polska,Vrouw,1440,Snelwandelaars,13,1,16,170,69,2025-02-17 10:49:06,20,1,7,2,1,0,1,8,7,,0,5657371
Onbekend,Madeira Luís,5627602,15,Portugal,Man,880,Sprinters,20,1,14,156,58,2025-02-17 11:14:55,17,2,3,6,8,2,2,5,7,,1000,5627602
100 meter horden,Bogusz Paulina,5455103,21,Polska,Vrouw,9960,Sprinters,20,4,19,170,64,2025-02-17 11:23:48,17,3,2,16,11,2,2,7,5,,46000,5455103
Onbekend,Galé Cristian,5637251,17,España,Man,1200,Sprinters,19,1,15,176,79,2025-02-17 11:56:37,19,2,1,8,1,1,3,7,5,,0,5637251
Onbekend,Limón Teófilo,5651141,14,España,Man,690,Snelwandelaars,16,1,17,165,67,2025-02-17 11:58:02,16,3,7,1,6,2,6,5,6,,0,5651141
Onbekend,Błażejewska Brygida,5617817,17,Polska,Vrouw,2630,Middenafstandslopers,18,1,15,166,71,2025-02-17 12:39:52,20,1,11,9,2,1,1,6,5,,13000,5617817
3.000 meter steeplechase,Gagliardoni Evaristo,5530729,18,Italia,Man,1800,Middenafstandslopers,20,2,19,188,90,2025-02-17 13:05:34,12,4,11,6,2,2,8,7,5,,0,5530729
Vijfkamp Mannen,Bidini Riccardo,5477996,19,Italia,Man,1730,Meerkampers,20,3,17,189,96,2025-02-17 13:06:14,19,7,8,8,5,4,4,8,7,,1000,5477996
Onbekend,Kossok Marcelina,5598946,18,Polska,Vrouw,950,Middenafstandslopers,20,2,16,171,64,2025-02-17 13:20:29,12,2,9,7,6,1,2,6,7,,1000,5598946
Onbekend,Oreni Abelardo,5598266,16,Italia,Man,1640,Springers,20,1,14,174,76,2025-02-17 13:20:46,20,1,6,1,7,8,2,6,8,,0,5598266
Onbekend,Chwalibogowski Emil,5647300,17,Polska,Man,1450,Werpers,18,1,15,172,78,2025-02-17 13:31:47,6,9,3,2,2,3,10,8,7,,0,5647300
100 meter,Flati Umberto,5050321,31,Italia,Man,41220,Sprinters,20,10,15,201,81,2025-02-17 16:25:18,20,17,1,20,2,2,0,11,11,,0,5050321
Onbekend,Kudrnková Valerie,5633379,17,Česká republika,Vrouw,2280,Middenafstandslopers,19,1,15,169,67,2025-02-17 16:27:36,20,2,8,10,2,3,2,4,8,,9999,5633379
Onbekend,Graaf Suzanne,5584907,17,Nederland,Vrouw,2890,Langeafstandslopers,20,2,17,172,74,2025-02-17 16:28:10,18,3,12,1,5,7,1,8,7,,0,5584907
Onbekend,Uspenskij Serapion,5545730,17,Rossiya,Man,2080,Springers,20,1,16,188,99,2025-02-17 16:28:47,20,3,3,1,10,9,3,5,4,,9999,5545730
Onbekend,Arroyo Antón,5594448,17,España,Man,2220,Werpers,20,2,16,183,90,2025-02-17 16:29:38,18,2,2,1,3,7,11,5,6,,0,5594448
Onbekend,Kalinin Filipp,5604361,17,Belarus,Man,4080,Meerkampers,15,1,14,168,77,2025-02-17 16:30:34,19,1,3,13,7,2,1,3,8,,0,5604361
Onbekend,van Kerkoerle Rick,5578919,17,Nederland,Man,2980,Meerkampers,20,1,16,188,100,2025-02-17 16:30:44,17,9,12,2,2,3,3,5,5,,0,5578919
800 meter,Appoloni Elvira,5008402,32,Italia,Vrouw,40090,Middenafstandslopers,19,12,16,171,58,2025-02-17 16:36:24,15,1,18,20,1,0,1,7,10,,0,5008402
50 km snelwandelen,Pizzimbone Iva,5102504,30,Italia,Vrouw,43890,Snelwandelaars,20,11,15,166,53,2025-02-17 16:36:47,18,2,20,2,1,2,2,13,15,,0,5102504
Marathon,Maieron Eugenio,4986025,33,Italia,Man,32990,Langeafstandslopers,20,12,15,191,56,2025-02-17 16:37:36,19,0,19,13,0,0,0,13,10,,9000,4986025
Onbekend,Moon Angus,5587445,17,Great Britain,Man,1970,Werpers,20,2,18,167,77,2025-02-17 16:48:54,15,10,1,3,4,3,9,8,4,,6000,5587445
10 km snelwandelen,Miligkakis Methodios,4929025,34,Hellas,Man,30780,Snelwandelaars,20,14,14,183,75,2025-02-17 17:12:17,15,0,20,0,12,0,0,10,10,,1000,4929025
400 meter horden,Young Hannah,5109493,30,United States,Vrouw,10040,Sprinters,20,9,17,182,73,2025-02-17 17:34:04,19,6,1,15,3,0,0,13,9,,0,5109493
Onbekend,Bartoli Peppino,5606878,18,Italia,Man,2000,Werpers,17,1,19,189,88,2025-02-17 17:56:06,12,5,10,2,1,3,10,7,7,,0,5606878
Onbekend,Udina Boris,5596400,19,Italia,Man,1980,Sprinters,20,2,20,177,80,2025-02-17 17:56:16,8,3,1,12,2,3,4,7,4,,0,5596400
Onbekend,Vitiello Samuele,5630216,18,Italia,Man,1980,Werpers,18,1,17,172,67,2025-02-17 17:56:34,16,3,2,1,3,7,11,6,4,,0,5630216
10 km snelwandelen,Miśkiewicz Ilona,5590770,29,Polska,Vrouw,1050,Snelwandelaars,19,2,16,181,76,2025-02-17 18:20:18,15,2,10,3,7,1,1,2,3,,1000,5590770
Onbekend,Pałka Kacper,5602920,17,Polska,Man,730,Springers,17,1,15,168,68,2025-02-17 18:20:21,10,2,1,2,9,7,1,7,6,,0,5602920
Onbekend,Kaźmierczak Jerzy,5630450,18,Polska,Man,640,Langeafstandslopers,16,1,16,172,74,2025-02-17 18:20:48,10,3,9,4,2,3,1,5,7,,0,5630450
Onbekend,Mitri Bruno,5600128,17,Italia,Man,3460,Werpers,20,1,15,175,79,2025-02-17 19:52:02,17,11,1,2,2,1,12,6,7,,33000,5600128
Onbekend,Banova Eva,5659135,15,Italia,Vrouw,2020,Sprinters,13,1,14,165,63,2025-02-17 19:52:55,20,3,3,10,2,3,2,7,5,,9999,5659135
Onbekend,Lelong Morgane,5659349,17,France,Vrouw,1240,Zonder specialiteit,12,1,15,155,54,2025-02-17 20:52:16,14,1,3,3,10,3,8,0,0,,0,5659349
100 meter,Karasová Viera,5471672,20,Slovensko,Vrouw,3170,Sprinters,20,3,19,172,76,2025-02-17 22:05:20,17,9,3,12,3,1,3,7,6,,1000,5471672
Hinkstapspringen,Kubeková Judita,5518020,19,Slovensko,Vrouw,5170,Springers,20,4,18,171,71,2025-02-17 22:07:04,18,1,1,4,2,14,3,8,8,,9000,5518020
Vijfkamp Vrouwen,Bosá Gabriela,5477244,19,Slovensko,Vrouw,1900,Meerkampers,20,5,19,188,95,2025-02-17 22:09:25,15,3,8,7,5,3,1,9,10,,0,5477244
Onbekend,Menéndez Judit,5518798,18,España,Vrouw,1370,Meerkampers,20,1,14,172,73,2025-02-17 23:27:23,15,4,3,6,6,10,7,6,8,,1000,5518798
Onbekend,Sanders Noortje,5630522,17,Nederland,Vrouw,890,Snelwandelaars,16,1,15,164,64,2025-02-18 00:30:21,7,1,3,3,2,1,9,8,8,,0,5630522
3.000 meter steeplechase,Nankeville Tom,5492534,20,Great Britain,Man,2590,Middenafstandslopers,20,5,14,172,77,2025-02-18 03:15:51,13,3,11,8,5,1,2,9,7,,9999,5492534
Onbekend,Bird Abbey,5660335,17,Canada,Vrouw,770,Snelwandelaars,16,1,15,178,70,2025-02-18 04:44:48,11,3,10,3,3,2,3,6,4,,1000,5660335
Onbekend,Terry Marc,5660334,14,Canada,Man,490,Snelwandelaars,18,1,14,156,58,2025-02-18 04:47:22,14,2,8,2,3,2,2,5,6,,0,5660334
Onbekend,Bremner Isla,5568208,17,Great Britain,Vrouw,3850,Langeafstandslopers,20,1,15,162,70,2025-02-18 08:11:21,20,2,13,3,3,0,1,7,8,,0,5568208
Onbekend,Zuiani Vittoria,5606487,18,Italia,Vrouw,2120,Springers,20,2,16,180,77,2025-02-18 08:39:01,18,2,1,3,3,11,2,9,4,,2000,5606487
Onbekend,Passerini Greta,5639548,17,Italia,Vrouw,1270,Werpers,20,1,16,167,65,2025-02-18 08:40:16,12,10,2,1,8,1,1,5,7,,0,5639548
Kogelslingeren,Espinal Josep,5422939,21,España,Man,4140,Werpers,20,4,18,190,99,2025-02-18 09:14:29,19,11,4,2,3,5,11,7,9,,6000,5422939
Kogelstoten,Rozprým Rudolf,5419342,21,Česká republika,Man,5730,Werpers,20,4,17,190,100,2025-02-18 09:14:43,11,13,3,1,0,3,12,8,8,,12000,5419342
Onbekend,Taurisano Yuri,5656466,15,Italia,Man,1130,Sprinters,18,1,15,169,70,2025-02-18 09:34:23,9,3,3,10,3,2,1,6,8,,0,5656466
Onbekend,Clijsters Gianni,5562337,17,België,Man,1220,Meerkampers,20,1,15,178,87,2025-02-18 10:06:42,16,2,2,5,9,1,2,6,8,,0,5562337
Onbekend,Stevesijns Casper,5639648,17,België,Man,2140,Sprinters,14,1,16,166,68,2025-02-18 10:07:00,18,3,2,11,1,3,2,8,6,,0,5639648
400 meter horden,Deroost Koen,5505840,26,België,Man,3700,Sprinters,20,4,17,187,92,2025-02-18 10:07:17,7,3,1,12,6,3,1,10,8,,0,5505840
1.500 meter,Depauw Arne,5505915,29,België,Man,1980,Middenafstandslopers,20,4,17,170,70,2025-02-18 10:07:38,17,2,8,10,3,3,2,9,4,,0,5505915
Kogelstoten,Haase Sabri,5505948,30,België,Man,1440,Werpers,19,4,18,195,96,2025-02-18 10:07:54,12,7,0,0,1,0,7,8,10,,0,5505948
Onbekend,Delforge Mathias,5629872,18,België,Man,1340,Werpers,18,1,17,174,75,2025-02-18 10:08:10,12,3,1,2,3,2,11,4,4,,0,5629872
Onbekend,Mista Lino,5644307,17,España,Man,2300,Meerkampers,20,1,18,173,74,2025-02-18 10:21:13,17,2,2,11,2,2,8,9,4,,0,5644307
800 meter,Hjelm Ida,5517739,19,Danmark,Vrouw,1880,Middenafstandslopers,20,3,18,168,69,2025-02-18 10:31:11,15,3,11,9,2,1,2,6,5,,0,5517739
